City	latitude	longitude
HATTIESBURG	31.3271189	31.3271189
GLADBROOK	42.1877496	42.1877496
PLAINVILLE	49.6145456	49.6145456
PRINCE FREDERICK	38.5403996	38.5403996
SHIRLEY	40.79684165	40.79684165
SHAKOPEE	44.7980186	44.7980186
NORCO	33.9323307	33.9323307
JANESVILLE	42.6829765	42.6829765
PENNSAUKEN	39.9562238	39.9562238
CAROL STREAM	41.9125286	41.9125286
SAN FERNANDO	36.4643934	36.4643934
NEWMAN LAKE	47.7241586	47.7241586
SOUTH ELGIN	41.9941938	41.9941938
YORKTOWN HEIGHTS	41.2695965	41.2695965
ARVADA	39.8005505	39.8005505
GALLUP	35.5283506	35.5283506
POINT REYES STATION	38.0690895	38.0690895
LAKE DALLAS	33.1192875	33.1192875
YAKIMA	46.601557	46.601557
COLVILLE	48.5465695	48.5465695
SAINT STEPHEN	51.5180868	51.5180868
METUCHEN	40.5431598	40.5431598
MONMOUTH JUNCTION	40.3840222	40.3840222
TERRE HAUTE	39.4667025	39.4667025
CLAYTON	42.8547706	42.8547706
WALKER	30.6795741	30.6795741
EDINBURG	55.9533456	55.9533456
SEAFORD	38.6413452	38.6413452
ROLLING MEADOWS	42.0841936	42.0841936
NOME	64.4989922	64.4989922
HOPEWELL	37.3043154	37.3043154
BELMONT	48.4086571	48.4086571
BILLINGS	45.7874957	45.7874957
APPLETON	44.2613967	44.2613967
ST LOUIS PARK	44.9475726	44.9475726
STRAWN	32.5520737	32.5520737
LAS CRUCES	32.3140354	32.3140354
CLAY CENTER	39.376941	39.376941
PELLA	45.8016249	45.8016249
LA MESA	32.7678288	32.7678288
MILL CREEK	47.8577455	47.8577455
IXONIA	43.137841	43.137841
GRAND JUNCTION	39.063956	39.063956
LOVELAND	40.3977612	40.3977612
BULLHEAD CITY	35.1477774	35.1477774
STONY BROOK	40.9256538	40.9256538
MAYNARD	42.7738826	42.7738826
RICHFIELD	44.8766431	44.8766431
PACIFICA	37.6138253	37.6138253
SHIPSHEWANA	41.6728282	41.6728282
HAM LAKE	45.2502429	45.2502429
MANKATO	44.1634663	44.1634663
EARLHAM	41.4914439	41.4914439
NEW WINDSOR	41.4767605	41.4767605
OSBORN	44.7837848	44.7837848
NATICK	42.28700595	42.28700595
BRIDGEVIEW	41.7500323	41.7500323
HORIZON CITY	31.6926121	31.6926121
CONVERSE	43.0202459	43.0202459
LAKE ELSINORE	33.6680772	33.6680772
NEW GLOUCESTER	43.963168	43.963168
MONACA	40.6872885	40.6872885
ORCHARD PARK	53.7878654	53.7878654
BISMARCK	46.808327	46.808327
HARLINGEN	26.1908241	26.1908241
ELK GROVE	38.4087993	38.4087993
COZAD	40.8595822	40.8595822
WILLISTON	48.1465457	48.1465457
MONTICELLO	42.6214159	42.6214159
TORRINGTON	41.8006523	41.8006523
SHELBY TOWNSHIP	43.60107655	43.60107655
MERCED	37.1641544	37.1641544
TAYLORSVILLE	40.6676347	40.6676347
DUBUQUE	42.5006243	42.5006243
ELLENVILLE	41.7170379	41.7170379
MILLER	31.1591063	31.1591063
MAPLE VALLEY	47.3664231	47.3664231
DRIPPING SPRINGS	30.1902067	30.1902067
FOUNTAINVILLE	40.3412269	40.3412269
NEW BRAUNFELS	29.7028266	29.7028266
BERNARDSVILLE	40.7186805	40.7186805
UNALASKA	53.8722824	53.8722824
ROCKDALE	30.6549433	30.6549433
BURWELL	41.7816186	41.7816186
SOLANA BEACH	32.9905597	32.9905597
APACHE JUNCTION	33.4150485	33.4150485
SPRING VALLEY	29.7911185	29.7911185
ELYRIA	41.3673191	41.3673191
OMAK	48.4109853	48.4109853
CAVE CREEK	33.8333333	33.8333333
DIAMOND BAR	34.0286226	34.0286226
NORTH HIGHLANDS	38.6710975	38.6710975
TEHACHAPI	35.1321878	35.1321878
BENSENVILLE	41.9538384	41.9538384
PEOTONE	41.3323725	41.3323725
CLAREMONT	34.0966764	34.0966764
OCEANSIDE	33.1958696	33.1958696
CHASKA	44.7894072	44.7894072
SAN DIMAS	34.085315	34.085315
SYLMAR	34.3076252	34.3076252
BELLFLOWER	33.8825705	33.8825705
LEMON GROVE	32.7425516	32.7425516
NEWCASTLE	54.9738474	54.9738474
NIBLEY	41.6745591	41.6745591
SPEARFISH	44.490817	44.490817
SAN YSIDRO	32.5520013	32.5520013
KOTZEBUE	66.8982057	66.8982057
WOLCOTT	43.220622	43.220622
MONUMENT	51.5106328	51.5106328
THORNTON	39.8695516	39.8695516
LA HABRA	33.9316066	33.9316066
POUGHKEEPSIE	41.7065539	41.7065539
BARROW	71.3865172	71.3865172
BOXBOROUGH	42.4934474	42.4934474
KING COVE	40.9200986	40.9200986
MANOKOTAK	58.996025	58.996025
KETCHIKAN	55.3430696	55.3430696
SMITH RIVER	41.9281678	41.9281678
COMMERCE CITY	39.8083196	39.8083196
ABERDEEN	57.1482429	57.1482429
HOLLIS	35.6674547	35.6674547
MIDDLESEX	51.5460558	51.5460558
FREWSBURG	42.060185	42.060185
BERGEN	60.3943055	60.3943055
PUEBLO WEST	38.3558615	38.3558615
TUKWILA	47.4627356	47.4627356
FOND DU LAC	43.7748763	43.7748763
COLD SPRING	45.4557973	45.4557973
JOSHUA	32.4615291	32.4615291
BARABOO	43.4704014	43.4704014
NEW BRIGHTON	45.0628999	45.0628999
SILSBEE	30.3490978	30.3490978
CROWN POINT	41.4169806	41.4169806
MITCHELL	32.2898049	32.2898049
FEDERAL WAY	47.313494	47.313494
KERRVILLE	30.0474688	30.0474688
PALMER	61.5995703	61.5995703
PALATKA	29.6487882	29.6487882
PUEBLO	38.2544472	38.2544472
LODI	45.2613104	45.2613104
HEALDSBURG	38.6106812	38.6106812
CHINLE	36.1501434	36.1501434
MCDONOUGH	40.4376858	40.4376858
JOHNSON CITY	36.3134398	36.3134398
COCHITI LAKE	35.6480855	35.6480855
EFFINGHAM	39.0520902	39.0520902
DOWAGIAC	41.9842123	41.9842123
SHAWNEE MISSION	38.9899113	38.9899113
EAST NORTHPORT	40.8767648	40.8767648
YAPHANK	40.8317763	40.8317763
FORT MORGAN	40.2502582	40.2502582
MOSCOW	55.7504461	55.7504461
HARBOR CITY	33.7911012	33.7911012
WATSONVILLE	36.9092773	36.9092773
WEST JORDAN	40.6061308	40.6061308
OROVILLE	39.5137752	39.5137752
LYNBROOK	40.6548253	40.6548253
STACY	45.3980205	45.3980205
GLOBE	51.5081048	51.5081048
MENOMONEE FALLS	43.1790768	43.1790768
REXBURG	43.8235163	43.8235163
DUARTE	19.243456	19.243456
AUBREY	33.3142085	33.3142085
GRASS VALLEY	39.2190607	39.2190607
ELLENSBURG	46.9970635	46.9970635
AVILA BEACH	35.1799752	35.1799752
NORTH VERNON	39.006165	39.006165
DALY CITY	37.6904826	37.6904826
WRANGELL	56.4706022	56.4706022
VERNAL	40.4556825	40.4556825
WORDEN	38.9314354	38.9314354
ALTADENA	34.1863161	34.1863161
URBANDALE	41.6274511	41.6274511
SCAPPOOSE	45.7572997	45.7572997
CITRUS HEIGHTS	38.7071247	38.7071247
ROUNDUP	46.445242	46.445242
NORTHRIDGE	34.2345615	34.2345615
PONDER	33.1828974	33.1828974
NAMPA	43.5737361	43.5737361
EAGLE CREEK	44.7297472	44.7297472
SUNLAND PARK	31.796496	31.796496
SOLON	42.9563852	42.9563852
ANGLETON	29.16941	29.16941
PARMA	44.8013678	44.8013678
CEDAR RAPIDS	41.9758872	41.9758872
DE PERE	44.4493584	44.4493584
CHEYENNE	41.139981	41.139981
ROWLAND HEIGHTS	33.9761238	33.9761238
SHERIDAN	39.3530598	39.3530598
WINSTED	41.927511	41.927511
MIDVALE	40.6149174	40.6149174
VEGA	35.2428319	35.2428319
PALM DESERT	33.74079965	33.74079965
NORTHGLENN	39.9100858	39.9100858
LAYTON	41.0751048	41.0751048
LONGMONT	40.1672117	40.1672117
CORTEZ	37.3494528	37.3494528
PORT HEIDEN	56.941863	56.941863
WAYZATA	44.970759	44.970759
HERMOSA BEACH	33.86428	33.86428
WEST LAFAYETTE	40.4258686	40.4258686
CAPITOLA	36.9762927	36.9762927
NOORVIK	66.83064	66.83064
TUALATIN	45.3838546	45.3838546
FLAGSTAFF	35.1987522	35.1987522
ELKO	41.1958128	41.1958128
CASPER	42.8501191	42.8501191
EAGLE RIVER	45.917176	45.917176
BRIGHAM CITY	41.5110434	41.5110434
BROWNSDALE	43.7402404	43.7402404
SOMERTON	52.1464596	52.1464596
EDEN	36.4884715	36.4884715
STAR	-14.6909792	-14.6909792
SOUR LAKE	30.1402122	30.1402122
SAUSALITO	37.8590272	37.8590272
CHALLIS	44.5051319	44.5051319
KYLE	29.9892816	29.9892816
RIO RICO	31.4714828	31.4714828
HIAWATHA	42.0482764	42.0482764
EMMONAK	62.7772477	62.7772477
MOONACHIE	40.8412112	40.8412112
SNOHOMISH	47.9180275	47.9180275
LA PORTE	29.6657838	29.6657838
CEDAR FALLS	42.5361805	42.5361805
ST GEORGE	37.104153	37.104153
WASHINGTON TERRACE	41.16844615	41.16844615
SHONTO	36.5895965	36.5895965
CALDWELL	29.8298971	29.8298971
OAK GROVE	41.4136501	41.4136501
GRIMES	30.5169334	30.5169334
NEW BERLIN	29.4641219	29.4641219
AGUA DULCE	18.0899541	18.0899541
SOQUEL	36.992568	36.992568
ARLINGTON HEIGHTS	42.0811563	42.0811563
MONTROSE	38.4375391	38.4375391
HONDO	29.3474121	29.3474121
SANTEE	32.8383828	32.8383828
BROADVIEW	41.8639201	41.8639201
KODIAK	57.79	57.79
WALLER	29.9443902	29.9443902
SANTA TERESA	-22.9319478	-22.9319478
SHAFTER	35.5005139	35.5005139
MARSHALLTOWN	42.048881	42.048881
HUFFMAN	33.5992702	33.5992702
MASON CITY	43.1524574	43.1524574
ADKINS	29.3930129	29.3930129
BACLIFF	29.506321	29.506321
KING SALMON	58.7551615	58.7551615
SOUTH HOLLAND	51.9966792	51.9966792
SIERRA VISTA	31.5545973	31.5545973
SITKA	57.0524973	57.0524973
BUNA	43.2471257	43.2471257
WASILLA	61.5824216	61.5824216
CROWNPOINT	35.6873288	35.6873288
OUZINKIE	57.920467	57.920467
HOBSON	47.000263	47.000263
SOUTH JORDAN	40.5584882	40.5584882
CANBY	44.708853	44.708853
ELY	52.40187845	52.40187845
RHOME	33.0534563	33.0534563
BRANDON	46.35270835	46.35270835
ELK MOUND	44.8730167	44.8730167
BOUNTIFUL	40.8894611	40.8894611
PITTSBURG	40.4416941	40.4416941
LITCHFIELD PARK	33.4933796	33.4933796
SILVERDALE	47.6696734	47.6696734
MEKORYUK	60.3752145	60.3752145
DILLINGHAM	59.0479355	59.0479355
SARATOGA	43.0833231	43.0833231
WEST LAKE HILLS	30.2877039	30.2877039
NEENAH	44.1858193	44.1858193
REDONDO BEACH	33.8455911	33.8455911
CENTURY	30.9732384	30.9732384
NEWBURY PARK	51.5754985	51.5754985
PARKER	32.7599475	32.7599475
MAGNOLIA	30.2093794	30.2093794
BALLINGER	31.7411047	31.7411047
CHITINA	61.5169309	61.5169309
BURIEN	47.469918	47.469918
BINGEN	49.9667	49.9667
WAUKEE	41.6118485	41.6118485
THE DALLES	45.6015056	45.6015056
HILLSBORO	45.5228939	45.5228939
JUSTIN	33.0848442	33.0848442
BOSQUE FARMS	34.8505885	34.8505885
CHANNELVIEW	29.7760599	29.7760599
FILER	42.570186	42.570186
NEW CANEY	30.155216	30.155216
FARGO	46.877229	46.877229
SANOSTEE	36.4247253	36.4247253
WHITE BEAR LAKE	45.0838098	45.0838098
PINON	49.4874775	49.4874775
CHINO VALLEY	34.78357	34.78357
STUDIO CITY	34.1483989	34.1483989
PETERSBURG	59.938732	59.938732
CARSON CITY	39.1649125	39.1649125
RCHO STA MARG	nan	nan
TOGIAK	58.9638935	58.9638935
SAINT MARIES	47.3143542	47.3143542
BATTLE GROUND	45.7813532	45.7813532
HINTON	42.626701	42.626701
NEWHALL	41.994547	41.994547
SEDONA	34.8679599	34.8679599
BRENHAM	30.1668828	30.1668828
MONMOUTH	51.8098882	51.8098882
BAYFIELD	46.4710241	46.4710241
WACO	31.549333	31.549333
SPRINGVILLE	42.0602077	42.0602077
PAGOSA SPRINGS	37.2695661	37.2695661
MOUNTAIN HOME	43.1329504	43.1329504
EMMETT	39.307218	39.307218
ROOSEVELT	48.3069516	48.3069516
LAKESIDE	42.6214633	42.6214633
MARINA DEL REY	33.9776848	33.9776848
MILLBRAE	37.598958	37.598958
BLUE GAP	36.1708352	36.1708352
KAYSVILLE	41.0349847	41.0349847
CAMAS	37.4020115	37.4020115
COLUMBIA CITY	41.156928	41.156928
SHOREVIEW	45.0722056	45.0722056
CRAIG	40.5152491	40.5152491
OLYMPIA	37.63819	37.63819
LAKE HAVASU CITY	34.4838502	34.4838502
SUGAR CITY	43.873014	43.873014
UNION GAP	46.5573492	46.5573492
FIRTH	43.305193	43.305193
SHAKTOOLIK	64.3558973	64.3558973
TOLLESON	33.4500497	33.4500497
HOTCHKISS	37.6740026	37.6740026
KINGWOOD	39.4717557	39.4717557
HAYDEN	46.5383332	46.5383332
BAKER CITY	44.7748748	44.7748748
HOMER	59.6440876	59.6440876
PRIOR LAKE	44.7133271	44.7133271
DUNEDIN	-45.8740984	-45.8740984
BEMIDJI	47.4785418	47.4785418
SILVERTHORNE	39.6571805	39.6571805
KAPOWSIN	46.9856579	46.9856579
CARDIFF BY THE SEA	33.0220155	33.0220155
HYDABURG	55.206666	55.206666
VALDEZ	61.1299396	61.1299396
TIOGA	48.397244	48.397244
BELL GARDENS	33.9694561	33.9694561
CIRCLE PINES	45.144882	45.144882
CANUTILLO	31.9124684	31.9124684
WINNEBAGO	42.3255276	42.3255276
HARTLAND	50.97595295	50.97595295
INVER GROVE HEIGHTS	44.8479039	44.8479039
IDAHO CITY	43.829136	43.829136
BARNESVILLE	46.652182	46.652182
TEEC NOS POS	36.918902	36.918902
SELLERSVILLE	40.3542858	40.3542858
HUNTINGTON PARK	33.9827043	33.9827043
UNALAKLEET	63.8730556	63.8730556
GARY	41.6020962	41.6020962
ELKHORN	42.6727927	42.6727927
DICKINSON	38.8790615	38.8790615
FORT WINGATE	35.4705097	35.4705097
SAINT MARYS	40.5422697	40.5422697
MISSOURI CITY	29.6185669	29.6185669
FRIDAY HARBOR	48.5342662	48.5342662
AMES	50.536715	50.536715
VINTON	42.1679131	42.1679131
CORVALLIS	44.5645659	44.5645659
SKAGWAY	59.4556412	59.4556412
COLONA	41.4754634	41.4754634
BANDERA	29.7643475	29.7643475
DURANGO	24.833333	24.833333
BONDURANT	41.7005441	41.7005441
HURST	32.8234621	32.8234621
GOLDSBORO	35.3848841	35.3848841
CAMERON	4.6125522	4.6125522
GREENWICH	51.4820845	51.4820845
TURLOCK	37.4946568	37.4946568
HUGO	45.159967	45.159967
COTTONWOOD	44.019068	44.019068
PANORAMA CITY	34.2242902	34.2242902
TAOS	36.4072377	36.4072377
WHITERIVER	33.846063	33.846063
KINGSBURG	36.5138398	36.5138398
ALAMO	26.1836854	26.1836854
FRUITLAND	41.3559438	41.3559438
PERALTA	42.3385459	42.3385459
PHILOMATH	44.5400013	44.5400013
LEAD	44.352207	44.352207
WAHPETON	46.265879	46.265879
HOBBS	32.707667	32.707667
GROTON	41.3501598	41.3501598
CERES	45.3133772	45.3133772
LUBBOCK	33.5635206	33.5635206
OWATONNA	44.0839937	44.0839937
LAVINA	46.2946805	46.2946805
CLOVIS	36.8252277	36.8252277
KAYENTA	36.7218463	36.7218463
BROWNSVILLE	25.9140256	25.9140256
SAFFORD	32.8339546	32.8339546
ELMENDORF	29.2560731	29.2560731
BERNALILLO	35.0349239	35.0349239
LESTER PRAIRIE	44.8838514	44.8838514
SCOTTS VALLEY	37.0510595	37.0510595
NAGEEZI	36.246768	36.246768
FORT RIPLEY	46.1660777	46.1660777
SALADO	30.9468791	30.9468791
DFW AIRPORT	32.89651945	32.89651945
GREGORY	43.1713788	43.1713788
GANADO	29.0396292	29.0396292
ROCK POINT	37.6016031	37.6016031
THE COLONY	33.0890094	33.0890094
PORT GRAHAM	59.339569	59.339569
SPRING BRANCH	29.88507325	29.88507325
ANTHONY	37.1533554	37.1533554
BRECKENRIDGE	32.7558392	32.7558392
SAN BRUNO	37.6261715	37.6261715
BRIMHALL	40.6691141	40.6691141
HUTTO	30.5427638	30.5427638
RED VALLEY	40.1617788	40.1617788
PESHTIGO	45.05443	45.05443
LAKEWAY	30.3644888	30.3644888
KWETHLUK	60.798826	60.798826
CHELAN	43.3448259	43.3448259
EAGLE BUTTE	45.000375	45.000375
CHAMBERS	29.7191125	29.7191125
WIMBLEDON	51.4214787	51.4214787
MILILANI	21.4508308	21.4508308
ORINDA	37.8771476	37.8771476
SOUTH HAVEN	45.2922849	45.2922849
MEXICAN SPRINGS	35.7920558	35.7920558
SUNDANCE	44.4064017	44.4064017
GENEVA	46.2017559	46.2017559
QUEEN CREEK	33.2483858	33.2483858
EUNICE	30.4943669	30.4943669
POULSBO	47.7391366	47.7391366
MESILLA PARK	32.2759279	32.2759279
WARROAD	48.905266	48.905266
TUMWATER	47.0080655	47.0080655
WILLIS	30.4241219	30.4241219
EASTVALE	33.9747067	33.9747067
WACONIA	44.8507957	44.8507957
WINSLOW	35.0241874	35.0241874
ALVARADO	18.82867105	18.82867105
PALM SPRINGS	33.77217945	33.77217945
FRENCH CAMP	37.876291	37.876291
FULSHEAR	29.690292	29.690292
FORT YUKON	66.5647222	66.5647222
BAINBRIDGE ISLAND	47.6475683	47.6475683
GOLD RIVER	49.7807549	49.7807549
WHITEWATER	37.9647365	37.9647365
POWELL	46.9109569	46.9109569
SCOTTS MILLS	45.0433165	45.0433165
MOUND HOUSE	22.21806765	22.21806765
KYKOTSMOVI VILLAGE	35.8496945	35.8496945
CUERO	29.0938036	29.0938036
MOHAVE VALLEY	35.0527235	35.0527235
ALBION	54.31536155	54.31536155
FAIR OAKS	38.642897	38.642897
WOOD VILLAGE	45.5351189	45.5351189
WOODLAND	38.6786109	38.6786109
SAN ANGELO	31.4649685	31.4649685
MINOT	47.6698594	47.6698594
SUN PRAIRIE	43.1834579	43.1834579
PRICE	39.5994095	39.5994095
MOAB	38.5738096	38.5738096
EL CERRITO	33.8410146	33.8410146
ANCHOR POINT	59.76826	59.76826
WOODWAY	31.5059105	31.5059105
RAVENEL	49.514545	49.514545
CURTIS	43.1269872	43.1269872
BIG LAKE	31.1954739	31.1954739
INDIAN WELLS	33.7217965	33.7217965
GROESBECK	31.5243379	31.5243379
NAVASOTA	30.3874135	30.3874135
WILDOMAR	33.5939372	33.5939372
BAXTER	36.2820691	36.2820691
PROSPER	33.2385763	33.2385763
GERBER	40.0562678	40.0562678
ESPANOLA	35.9910962	35.9910962
VALLE CRUCIS	36.2092942	36.2092942
LOVINGTON	32.9442913	32.9442913
FRONT ROYAL	38.9178538	38.9178538
OSHKOSH	44.0206919	44.0206919
OXFORD	51.7520131	51.7520131
CANDLER	33.3061605	33.3061605
OLD SAYBROOK	41.2917652	41.2917652
EVANS	40.3763701	40.3763701
NORTH ANDOVER	42.6839894	42.6839894
DELRAY BEACH	26.4614625	26.4614625
ANNANDALE	45.2627428	45.2627428
SAINT MICHAELS	35.6512365	35.6512365
GRANBURY	32.4407788	32.4407788
SANDPOINT	48.2765903	48.2765903
GROVELAND	28.5602149	28.5602149
ILIAMNA	59.7532274	59.7532274
BUXTON	53.2593422	53.2593422
CEDAR CREST	37.2466536	37.2466536
NORTH ARLINGTON	40.788434	40.788434
LAKE JACKSON	29.0338575	29.0338575
MARCUS HOOK	39.8194467	39.8194467
HINCKLEY	46.0113409	46.0113409
SPANISH FORK	40.1150133	40.1150133
FORT DUCHESNE	40.2852395	40.2852395
CORNELIUS	35.481705	35.481705
PALM CITY	27.1713925	27.1713925
PARSIPPANY	40.8578772	40.8578772
MURRAYVILLE	-35.2625514	-35.2625514
CORONA DEL MAR	33.5995916	33.5995916
PERRY	38.0772859	38.0772859
LATHROP	37.8227046	37.8227046
BON AIR	37.5190675	37.5190675
WINCHESTER	51.0612766	51.0612766
HAZELHURST	53.6367971	53.6367971
FRANKFORT	50.1106444	50.1106444
PANAMA CITY BEACH	30.1765914	30.1765914
BAL HARBOUR	-28.0271198	-28.0271198
TEXAS CITY	29.396013	29.396013
LOCUST GROVE	33.3459495	33.3459495
LAKE PLACID	44.279621	44.279621
POTOMAC FALLS	39.0134428	39.0134428
GRANITEVILLE	39.4407321	39.4407321
ALTOONA	40.518681	40.518681
CUMMING	41.4833235	41.4833235
SYOSSET	40.81871415	40.81871415
BELVEDERE TIBURON	37.8771208	37.8771208
REDDING	40.5863563	40.5863563
SAINT PETERSBURG	59.938732	59.938732
KENNETT SQUARE	39.8467414	39.8467414
PEARSON	51.51670995	51.51670995
BREWSTER	29.8462742	29.8462742
CLEMMONS	36.0215258	36.0215258
PINK HILL	41.9012036	41.9012036
RYDAL	40.1064344	40.1064344
BOYNTON BEACH	26.5256179	26.5256179
PUEBLO OF ACOMA	34.8960604	34.8960604
NETCONG	40.8989877	40.8989877
DUMFRIES	55.069836	55.069836
SUMMERVILLE	33.0186699	33.0186699
ELIZABETH CITY	36.2956836	36.2956836
SACO	35.4444022	35.4444022
PORT RICHEY	28.2716755	28.2716755
MOUNT HOLLY	39.9928898	39.9928898
SUMTER	28.6689748	28.6689748
SUFFOLK	52.24100135	52.24100135
RUTHERFORDTON	35.3692877	35.3692877
WINTER HAVEN	28.0222435	28.0222435
TAKOMA PARK	38.9778882	38.9778882
CARPENTERSVILLE	42.1211364	42.1211364
CUDAHY	33.9620584	33.9620584
HANCEVILLE	34.0623275	34.0623275
TEMPLE TERRACE	28.04075495	28.04075495
SADDLE BROOK	40.898988	40.898988
MORGANTON	35.7454291	35.7454291
MAIDEN	35.5766048	35.5766048
ALDIE	38.9755174	38.9755174
ORANGE PARK	30.1654707	30.1654707
ONIDA	44.7056399	44.7056399
CAPE CANAVERAL	28.45077	28.45077
VILLA RICA	33.732052	33.732052
GASTON	45.4362259	45.4362259
MENIFEE	33.6864432	33.6864432
LYNDHURST	40.8120247	40.8120247
BALCH SPRINGS	32.7287413	32.7287413
PENNINGTON	48.0513335	48.0513335
PLANT CITY	28.01806015	28.01806015
WALSENBURG	37.628564	37.628564
MAHWAH	41.0887072	41.0887072
WARMINSTER	51.21507655	51.21507655
JENKS	36.0228734	36.0228734
NATURL BR STA	nan	nan
FAIRMOUNT HEIGHTS	38.9011623	38.9011623
EDGEMERE	40.596365	40.596365
STOCKBRIDGE	33.5442781	33.5442781
BURTONSVILLE	39.1096795	39.1096795
TRACY	37.7385507	37.7385507
MULDRAUGH	37.9369155	37.9369155
STANHOPE	42.2888675	42.2888675
NANTICOKE	41.2052654	41.2052654
RUSKIN	27.7013603	27.7013603
SOUTH CHESTERFIELD	34.735989	34.735989
KINGSTON	17.9712148	17.9712148
PALISADES PARK	40.8481556	40.8481556
RUSTBURG	37.2756925	37.2756925
BEL AIR	34.0827278	34.0827278
FORT WALTON BEACH	30.4057552	30.4057552
ARDEN	49.69801175	49.69801175
WARRENTON	38.7135498	38.7135498
TARPON SPRINGS	28.14808295	28.14808295
KINGS MOUNTAIN	35.2450607	35.2450607
INGLIS	29.0302514	29.0302514
BALM	27.7594736	27.7594736
LOGANVILLE	33.8389977	33.8389977
CANTONMENT	32.5287511	32.5287511
PFLUGERVILLE	30.4393696	30.4393696
HUNTERSVILLE	35.4108278	35.4108278
LINWOOD	39.0013921	39.0013921
HOMESTEAD	25.4718946	25.4718946
ATLANTIC BEACH	40.5886547	40.5886547
BALL GROUND	34.3382257	34.3382257
STONY POINT	41.2295386	41.2295386
COCONUT CREEK	26.2714628	26.2714628
WAKE FOREST	35.9803138	35.9803138
EAST FLAT ROCK	35.287417	35.287417
CLERMONT	49.3780921	49.3780921
WATERBURY	41.5538091	41.5538091
HAMMONTON	39.6365056	39.6365056
GARFIELD	39.5462048	39.5462048
UPPER CHICHESTER	-32.165	-32.165
KISSIMMEE	28.2918995	28.2918995
ROSELLE	41.9849897	41.9849897
KENILWORTH	42.0894728	42.0894728
HICKORY	37.959055	37.959055
IRMO	34.08846885	34.08846885
IVYLAND	40.2078863	40.2078863
EASLEY	34.8269276	34.8269276
QUAKERTOWN	40.43892025	40.43892025
DE GRAFF	45.2632935	45.2632935
MOON TOWNSHIP	40.5061	40.5061
CUTLER BAY	25.5783	25.5783
ROYERSFORD	40.1850848	40.1850848
BELLE GLADE	26.6845104	26.6845104
VALHALLA	41.0754695	41.0754695
PALMETTO BAY	25.6217715	25.6217715
CYNTHIANA	38.3903526	38.3903526
OAKVILLE	43.447436	43.447436
LOUISA	41.206668	41.206668
SCRANTON	41.4086874	41.4086874
FINKSBURG	39.4928811	39.4928811
LORTON	38.700202	38.700202
ARCHDALE	35.914581	35.914581
SWEDESBORO	39.7476136	39.7476136
NEWTOWN SQUARE	39.9868117	39.9868117
FUQUAY VARINA	35.5843849	35.5843849
PEMBROKE PINES	26.0031465	26.0031465
SANDY SPRINGS	33.9242688	33.9242688
COCOA BEACH	28.3194741	28.3194741
HALLANDALE BEACH	25.9812025	25.9812025
LURAY	48.7201659	48.7201659
ROXBORO	36.3937519	36.3937519
LILBURN	33.8901036	33.8901036
BENSALEM	40.1045549	40.1045549
CROYDON	51.3713049	51.3713049
HELLERTOWN	40.5794426	40.5794426
RANSOM CANYON	33.5311665	33.5311665
CHAMBLEE	33.892176	33.892176
BELGRADE	44.8178131	44.8178131
ENGLISHTOWN	40.2973319	40.2973319
CROFTON	39.01595465	39.01595465
OLDSMAR	28.0341847	28.0341847
MYRTLE BEACH	33.6956461	33.6956461
WILKESBORO	36.145965	36.145965
TAHOE CITY	39.1689372	39.1689372
SCOTCH PLAINS	40.639751	40.639751
SOUTH HOUSTON	29.663008	29.663008
KINGSTOWNE	38.7747251	38.7747251
KERNERSVILLE	36.1198589	36.1198589
WAXAHACHIE	32.3944908	32.3944908
LAKE CITY	44.4478474	44.4478474
DRAPER	40.524761	40.524761
NUTLEY	40.8223223	40.8223223
DAVIDSON	35.4992614	35.4992614
MIDLAND CITY	31.3187878	31.3187878
PINECREST	25.6670476	25.6670476
CHERAW	38.1069515	38.1069515
MIDLOTHIAN	55.8211826	55.8211826
MONROE TOWNSHIP	41.8961203	41.8961203
SOUTH BARRINGTON	42.088522	42.088522
WALLINGFORD	51.60036085	51.60036085
PORT JEFFERSON STATI	nan	nan
IRWIN	41.7918378	41.7918378
ANDALUSIA	37.3399964	37.3399964
ROYSE CITY	32.9761045	32.9761045
WILKES BARRE	41.2464824	41.2464824
DANIA BEACH	26.0524224	26.0524224
WEST MIAMI	25.7560176	25.7560176
ALTAMONTE SPRINGS	28.6649055	28.6649055
PLAINVIEW	34.1847936	34.1847936
WEST CALDWELL	40.8409329	40.8409329
EXETER	50.7255794	50.7255794
HIGH RIDGE	38.4589432	38.4589432
ALACHUA	29.675568	29.675568
HANOVER TOWNSHIP	42.13316685	42.13316685
BROOKSHIRE	29.7860643	29.7860643
ANTHEM	33.857492	33.857492
CAYCE	33.9657091	33.9657091
OCEAN CITY	39.2776156	39.2776156
UPPER SADDLE RIVER	41.0584299	41.0584299
BELLMAWR	39.8676134	39.8676134
FLORAL PARK	40.7246999	40.7246999
NAPLES	40.8358846	40.8358846
EAST BRUNSWICK	-37.7688802	-37.7688802
ROBINSON	31.4676687	31.4676687
KANNAPOLIS	35.4874708	35.4874708
NORTH BERGEN	40.8042674	40.8042674
COMFORT	29.967715	29.967715
E RNCHO DMNGZ	nan	nan
WADMALAW ISLAND	32.6710134	32.6710134
SAINT PAULS	-36.85445635	-36.85445635
SAYREVILLE	40.4635362	40.4635362
BIG SANDY	37.4642789	37.4642789
JOPPA	32.0443395	32.0443395
NORTH HAVEN	41.0128704	41.0128704
JUSTICE	41.7456772	41.7456772
